title,imageUrl,lowScore,highScore,review,color,set,rarity,instant,removal
Hardy Veteran,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422025/large/155773_200w.jpg?1515181146,3,,"Hardy Veteran is hard to kill, and I'd only cut it from the most defensive green decks. It's just got too many stats to ignore, and at such a low cost.",green,rix,,,
Hunt the Weak,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422028/large/155774_200w.jpg?1515181155,3.5,,"Normally this rates a 2.5 or 3.0, depending on what else is going on the set. I like it a lot more here for a few reasons:",green,rix,,,
Jade Bearer,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422031/large/155776_200w.jpg?1515181162,2,,"This is almost a build-around, even if the Bearer itself is never driving a deck. It's basically unplayable outside dedicated Merfolk, but it's good in that deck, as it adds 2/2 of stats for 1 mana, and can enable synergies as needed.",green,rix,,,
Jadecraft Artisan,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422032/large/155777_200w.jpg?1515181164,2.5,,"Jadecraft Artisan packs a reasonable punch, and has good enough stats to be worth including in most green decks. +2/+2 often deals more than 2 extra damage, as it lets you attack when you otherwise couldn't, making this even better than it might look.",green,rix,,,
Jadelight Ranger,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421797/large/155595_200w.jpg?1514937665,3.5,,"This is like a Mulldrifter/Tarmogoyf split card, to use absolutely no hyperbole. In terms of useful analysis, Jadelight Ranger can never miss-it either draws you lands or is big, and makes the top of your deck better. That's a lot for 3 mana, and you can even ensure that it's a 4/3 if you hit a nonland on the first explore. This is a fantastic 3-drop, and an early pick.",green,rix,,,
Jungleborn Pioneer,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422033/large/155780_200w.jpg?1515181166,3,,"Jungleborn Pioneer is more than just a token 3-drop, and it may be the best way to halt the opponent's offense at common. It interacts well against menace creatures, 4/2s, and 2/1s, while still trading for the plethora of 3/3s for 3. It also gives you a hexproof token for Aura shenanigans, if you are running those. I like this in any green deck, and have been very impressed so far.",green,rix,,,
Knight of the Stampede,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422035/large/155781_200w.jpg?1515181170,2.5,,"In a dedicated Dino deck, this is an easy 3.0 and could even be better. Playing this on 4 and playing 9 mana worth of Dinos the turn after is not all that hard, and it rumbles in combat well enough once the mana production is over.",green,rix,,,
Naturalize,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422114/large/155784_200w.jpg?1515181370,0.5,,"This is a great sideboard card, especially given some of the busted flip enchantments, but I'm still not maindecking it.",green,rix,common,instant,removal
Orazca Frillback,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422044/large/155786_200w.jpg?1515181187,2,,"In an aggressive green deck, this is passable, and in a deck that cares about Dinos, it's got a few nice synergies that make it playable. In neither case am I super hyped, but it's a fine card.",green,rix,,,
Overgrown Armasaur,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422046/large/155788_200w.jpg?1515181190,2,,"What will most often happen is that this will trade for a card and leave a 1/1 behind. That works for me, and if you ever get this into combat and have a trick, the Armasaur will send the opponent straight to their tomb.",green,rix,,,
Path of Discovery,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421824/large/155640_200w.jpg?1515010956,3,,"I think this card is pretty strong. It's slow, and you won't often be able to play it on turn 4, but it does provide a clear path to victory. It works very nicely with tokens, and should give you the material you need to win any sort of long game.",green,rix,,,
Plummet,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422049/large/155789_200w.jpg?1515181194,0.5,,"Plummet is still great out of the sideboard, and still not main-deck material.",green,rix,common,instant,removal
Polyraptor,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421826/large/155642_200w.jpg?1515010962,1,,"With the abundance of great expensive cards in the set, I just can't get behind an 8-drop that interacts poorly with bounce or non-damage removal. It can go nuts with the right cards, but I'd save this one for Sealed more than Draft.",green,rix,,,
Strength of the Pack,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422059/large/155791_200w.jpg?1515181221,2.5,,"How strong the pack is will vary wildly-some games, this will be an absurd finisher, and in others it will rot in your hand. I like it as high-end in a deck with a lot of creatures and a low curve, and would tend to be wary of it in a more midrange/controlling Dinosaur deck.",green,rix,,,
Swift Warden,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421831/large/155647_200w.jpg?1515010979,3.5,,"You either ambush a spell or a creature, and both outcomes are great for you. If it looks like there are no good ambushes forthcoming, you can also just run this out and swiftly apply pressure to the opponent. I'd play this with no other Merfolk, though it does get a lot better when you're running the full seafood platter.",green,rix,,,
Tendershoot Dryad,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421758/large/155580_200w.jpg?1514916885,4,,"The biggest drawback of this card is that it's a nice tender 2/2, ripe for removal. But if the opponent doesn't have a kill spell, it gets out of control quickly. It makes you ascend almost immediately, and then makes two 3/3s per turn cycle (note that it triggers on their turn too). That's a lot of finishing power and an immediate reward.",green,rix,,,
Thrashing Brontodon,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422064/large/155793_200w.jpg?1515181238,3.5,,"Green gets some efficient uncommons here, and this shatters the normal stat/cost ratio. It also has the ability to throw itself at a pesky artifact or enchantment, making it relevant even when the board gets stalled.",green,rix,,,
Thunderherd Migration,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421892/large/155695_200w.jpg?1515091972,2,,"In a dedicated Dino deck, this is one of the better 2-drops, as it ramps you right to the part of the curve where Dinos excels (the top part). Outside of Dinos, it's not worth playing, unless you had a busted deck that required splashing. 3 is too much to pay for this effect, while 2 is exciting.",green,rix,,,
Wayward Swordtooth,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422068/large/155797_200w.jpg?1515181253,1.5,,"Wayward Swordtooth is tricky, but it's worth exploring. When things go right and you have 6 lands in play on turn 4, this looks good, since you're likely to flood the board and hit the city's blessing on turn 5 or 6. When you're short on lands, this is a total blank, and that's what worries me. It at least is a fine topdeck in the late game, and in Dino decks, could fight alongside 6+ drop Dinos and a high land count.",green,rix,,,
World Shaper,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421835/large/155651_200w.jpg?1515010991,2.5,,"If you can get one attack in, you should be looking at a free land when this dies. That's sweet, and it only gets better later (though eventually you may not be able to attack due to decking).",green,rix,,,
Baffling End,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421866/large/155676_200w.jpg?1515091903,3.5,,"Efficient removal is always at a premium in Limited, even if 3/3 is probably better than whatever you exiled. Still, this won't get removed often, so that's a minor drawback at most.",white,rix,,,
Bishop of Binding,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421815/large/155630_200w.jpg?1515010930,4.5,,"Not only is this high-quality removal, it also can function as a 4/4 (or greater) attacker. Usually cards with this exile text don't do much attacking, so adding the ability to brawl makes this truly excellent.",white,rix,,,
Blazing Hope,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422203/large/Blazing-Hope-Rivals-of-Ixalan-Spoiler.png?1515194417,1,,"This card is bizarre, and I don't think it's going to end up being great. It largely doesn't work until you're at 5 or less life, and can sit dead in your hand for long enough that it seems weak. It gets better when they have giant monsters, but I still don't have much hope that this is going to be good.",white,rix,,,
Cleansing Ray,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422012/large/155803_200w.jpg?1515181108,0.5,,"A great sideboard card is still a sideboard card-this won't see the light of day in my main deck, but I will take it over middle-of-the-road playables. When you side this in against Vampires, it's excellent, and it's nice to have enchantment removal as well.",white,rix,,,
Divine Verdict,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422070/large/155805_200w.jpg?1515181259,2.5,,"The verdict is in, and this is still playable. It's not efficient, and aggro decks won't love it, but it's playable in just about any white deck.",white,rix,,,
Everdawn Champion,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422019/large/155807_200w.jpg?1515181128,3.5,,"The fact that the opponent can't ever kill this in combat is sweet, and this plays well with pump spells. It isn't in a supported tribe, but besides that, this is a great card no matter what kind of deck you're playing. Blocking well and attacking without fear makes this an awesome 3-drop. It's basically True-Name Nemesis, though slightly better because it doesn't die to -1/-1 effects.",white,rix,,,
Exultant Skymarcher,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421936/large/155714_200w.jpg?1515173799,3,,"Not only is this a Vampire, it's also efficient. Non-Vampire decks will be happy to play this, and it's an early pick for Vamps. It does require 9+ Plains to be a consistent turn-3 play, so keep that in mind when selecting it.",white,rix,,,
Famished Paladin,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421810/large/155634_200w.jpg?1515010922,3.5,,"Famished Paladin is hungry, yet blocking doesn't seem to bother him. Playing this as a 2-mana 3/3 blocker is great, and if you have a couple incidental sources of life gain, he can bash in for a ton of damage. In a defensive deck, this is playable without life gain, and in an aggressive deck, I'd want 3-4 (including at least one lifelink) before being happy with him.",white,rix,,,
Forerunner of the Legion,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421879/large/155685_200w.jpg?1515091943,3.5,,"I'm never going to call this anything but Vampiric Tutor, and I expect to mention it a lot. It's quite good in a dedicated Vamps deck, especially with token making, and becomes absurd once you have a good uncommon or rare Vamp to search for.",white,rix,,,
Imperial Ceratops,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421940/large/155721_200w.jpg?1515173806,3,,"Imperial Ceratops is a brick house, and will do a mighty job of keeping you alive. It is a little less exciting in purely aggressive decks, but Dino ramp decks will love this beast. It blocks well, has a very nice enrage bonus, and can even attack when needed.",white,rix,,,
Legion Conquistador,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421941/large/155725_200w.jpg?1515173808,3,,"I'll admit-this ended up being a lot better the last time than I expected, and oddly enough, ""last time"" was just one set ago. Having this as a reprint makes a ton of sense, and it's pretty sweet that the Legion continues to conquest. This was good value in Ixalan and will continue to be good value, with slightly more Conquistadors showing up per Draft thanks to Rivals' smaller size.",white,rix,,,
Luminous Bonds,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421942/large/155729_200w.jpg?1515173809,3.5,,"Removal is removal, and this should do the trick quite nicely.",white,rix,common,,removal
Majestic Heliopterus,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421943/large/155732_200w.jpg?1515173811,2.5,,"In an aggressive deck with a decent amount of Dinos, this acts as a 5+ power flyer. I'm not super excited about it in Dino ramp because it doesn't block well and you usually don't need that much help winning with your 6-drops. Red-white seems like the natural home here, as this could give the deck the last bits of reach it needs. Also, ""heliopterus""? At that point, couldn't you just call it a helicopter?",white,rix,,,
Martyr of Dusk,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421944/large/155734_200w.jpg?1515173813,3,,"I really like Martyr of Dusk. It trades off well, is the perfect Vampire to give stat bonuses to, and is resilient to removal. All of that is a great deal for 2 mana, and I like this even outside of Vampire decks.",white,rix,,,
Moment of Triumph,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421945/large/155737_200w.jpg?1515173814,2.5,,"If combat tricks are as good in Rivals as they were in Ixalan, this could be nudged up to a 3, but I'm starting it here. It is efficient, and the 2 life bonus is a nice one, especially with the light life gain theme of the set.",white,rix,,,
Paladin of Atonement,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421823/large/155639_200w.jpg?1515010954,3,,"This seems annoying to play against. If you have it in play, your opponent can't attack without giving you some good value, and when the Paladin dies, you get a nice bit of life back. It starts to get nuts once you have cards that let you pay life, but even straight-up I think this will end up playing well.",white,rix,,,
Pride of Conquerors,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421950/large/155740_200w.jpg?1515173829,1.5,,"Ascend is a tricky mechanic to evaluate. In the normal case, you aren't ascending almost ever in a game of Limited, so the bonus for ascending doesn't seem that likely to occur. But there are cards that generate Treasure and other tokens, which makes ascending a little reliable, at which point you can really start to pay attention to what you're getting. For the most part, I don't want to play ascend cards that aren't good without the city's blessing, and this is one that is fairly mediocre as such. This does push you to make a deck that will hit 10 permanents more often, so bump this in value if your deck looks well-suited for that.",white,rix,,,
Radiant Destiny,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421827/large/155643_200w.jpg?1515010965,3.5,,"In a heavy tribal deck, this is a great card. It's the most effective on Vampires, but any tribe of small creatures you can go deep on will work. Dinos don't need it quite as much, but it's still a solid bonus there. The city's blessing gives you so little that I don't even count it when evaluating the card.",white,rix,,,
Raptor Companion,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421952/large/155741_200w.jpg?1515173836,3,,"I expect 2-drops to still be important, so this is about as good as it was in Ixalan. This one feels a little stranger to reprint, but it will play just fine.",white,rix,,,
Sanguine Glorifier,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421956/large/155743_200w.jpg?1515173844,2.5,,"You need at least a couple other Vamps before this becomes more than just a glorified Hill Giant, and in an all-Vamp deck it becomes great. Pushing through damage and giving you 4/4 of stats for 4 mana is a solid deal, and it doesn't ask a whole lot in terms of deckbuilding.",white,rix,,,
Skymarcher Aspirant,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421829/large/155645_200w.jpg?1515010973,3,,"1-drops aren't that much better than 2-drops in Limited since you rarely use the mana on turn 1 anyway, so don't be fooled by how big the difference is in Constructed. Still, this is a fine early play and sometimes is relevant late game, which is a real bonus on a cheap aggressive card.",white,rix,,,
Slaughter the Strong,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422055/large/155745_200w.jpg?1515181210,3.5,,"How good this card is will be highly matchup-dependent. Against Dinos, as pictured, it will be quite effective. Against other tribes you will need to catch them overextending or with auras before you really get value, though knowing that this is coming will let you set up for it nicely.",white,rix,,,
Snubhorn Sentry,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422056/large/155749_200w.jpg?1515181213,1,,"Unless you're in the market for 0/3s, this is not what you're looking for. By the time you ascend, it's not even that impressive, and you won't be getting there any time soon.",white,rix,,,
Sphinx's Decree,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421891/large/155694_200w.jpg?1515091970,0,,"I keep reading the card, but I don't see ""draw a card"" anywhere. Don't play this card.",white,rix,,,
Squire's Devotion,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422057/large/155750_200w.jpg?1515181216,2.5,,"If Mark of the Vampire is good, how can this not be? You get a nice little chump blocker alongside your Aura, and it's 1 mana cheaper to boot. This is good on evasive creatures and otherwise hard-to-kill targets, and because it's only +1/+1 you do need to pick your champion well.",white,rix,,,
Sun Sentinel,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422061/large/155752_200w.jpg?1515181228,2,,"Being off-tribe hurts this one quite a bit, and vigilance isn't even a great ability on a 2/2. You're going to play this to fill out your curve, but it's never going to shine.",white,rix,,,
Sun-Crested Pterodon,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422062/large/155753_200w.jpg?1515181231,2,,"This isn't the worst 5-drop, as it's got solid stats and potentially two good abilities. I like this in defensive decks, and Dinosaurs can lean that way.",white,rix,,,
Temple Altisaur,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421832/large/155648_200w.jpg?1515010982,3.5,,"Now this is an annoying card to play against. It lets your Dinos get enraged, but nothing more, as they are essentially immune to damage once this hits the board. You need a decent amount of Dinos to go with this, but once you've got that, you are set.",white,rix,,,
Trapjaw Tyrant,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422065/large/155757_200w.jpg?1515181243,4.5,,"It's a shame that this doesn't take something out with it when it dies in combat, but either way it's a beating. It's got great stats and a very powerful ability, which are all the hallmarks of a Limited bomb.",white,rix,,,
"Zetalpa, Primal Dawn",http://crystalcommerce-assets.s3.amazonaws.com/photos/6421761/large/155566_200w.jpg?1514916890,3.5,,"Despite costing 8, this looks like it might hold up as a finisher. Indestructible really sells it, and vigilance means that it can crack for 8 a turn while still playing defense. You've got to do some work to make sure this comes out in a timely fashion, but the payoff is there.",white,rix,,,
Admiral's Order,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421811/large/155626_200w.jpg?1515010924,1.5,,"Cancel isn't a particularly strong card in this format, and letting you cast it for 1 mana during your combat step doesn't make me admire it all that much more.",blue,rix,,,
Aquatic Incursion,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421812/large/155627_200w.jpg?1515010925,2,,"Paying 4 mana for two 1/1s with hexproof is below the bar, so to make this good you need to care about the fact that they are Merfolk and have use for the activated ability. My guess is that more than half of Merfolk decks fit that description, making this a solid card. The unblockable ability does hand you a good late-game plan, and getting some Merfolk to block with and amp up your tribal synergies is a decent package, all told.",blue,rix,,,
Crafty Cutpurse,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422014/large/155790_200w.jpg?1515181114,1.5,,"The flavor on this card is great, until you steal a Dinosaur token all of a sudden. The joke is that you steal Treasure tokens, though it does work against anything. When this card is good, it's unbelievable, especially when you slam it in response to something like Queen's Commission or the enrage on a Raptor Hatchling. Stealing Treasure is solid too, and if this manages to hit, you'll be very happy. Of course, it will also be a 2/2 for 4 many games, which is a real downside. It's also kind of brutal when you pass with 4 mana up and they don't play a token-maker, so keep that in mind when playing with this. High-upside cards do tend to trick people, and this is about as swingy as it gets. It's an excellent sideboard card, even if you don't end up maindecking it.",blue,rix,,,
Crashing Tide,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422015/large/155792_200w.jpg?1515181116,3,,"You don't need to have a single Merfolk in your deck for this to be good. Bouncing their biggest creature and crashing in is well worth 3 mana if it doesn't cost you a card, and it just gets better from there. If you do have Merfolk, this is straight-up Repulse, which is an excellent card. I like this card, and doubt I'll be passing it often.",blue,rix,,,
Curious Obsession,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422017/large/155794_200w.jpg?1515181122,3,,"Adding +1/+1 to Curiosity is a big game. The extra stats will let your creatures get by theirs more often, and when you have this ability, you want to attack every turn anyway. Plus, if attacks aren't bad, sacrificing this after getting a card or two out of it isn't the end of the world.",blue,rix,,,
Deadeye Rig-Hauler,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422018/large/155795_200w.jpg?1515181125,3,,"This raid trigger is pretty brutal when you're ahead, making this a card that snowballs easily. It also rewards you for having decent evasive creatures, and is big enough that it is still passable to cast it without raid. This is good, and will make the cut in any blue deck that has decent attackers (which should be all of them in this format). Auras took a hit here, what with Crashing Tide and Deadeye Rig-Hauler, which is something to keep in mind.",blue,rix,,,
Expel from Orazca,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422020/large/155796_200w.jpg?1515181132,2.5,,"A 2-mana bounce spell that turns into Time Ebb later in the game is a fine card, though I don't expect to have the city's blessing all that often in decks that want bounce spells.",blue,rix,,,
Flood of Recollection,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421875/large/155681_200w.jpg?1515091931,1,,"This a Constructed plant more than anything, as you don't really get funky combos going in Limited. You have to have enough spells to give this consistent targets, and spend a 2-mana premium to cast one again. Unless you're completely spell-flooded, I don't think that's very realistic.",blue,rix,,,
Hornswoggle,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422027/large/155798_200w.jpg?1515181152,2,,"The best part about this card is the name, by far. As for the effect, I'm still not that thrilled about paying 3 mana to counter a spell, and this is even restricted to creatures only. At least you do get a Treasure out of the deal, making this a pseudo-ramp card, and playable in decks that don't have the best curve.",blue,rix,,,
Induced Amnesia,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421821/large/155637_200w.jpg?1515010950,0,,"Paying 3 mana and a card to get to loot away the rest of your hand is an ability I'd rather forget. This just isn't worth it in Limited, even if the dream is to use enchantment removal to kill it later.",blue,rix,,,
Kitesail Corsair,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422034/large/155799_200w.jpg?1515181168,3,,"This is a solid aggressive 2-drop that should fly in any deck, regardless of tribe. I guess blocking is not back on the menu.",blue,rix,,,
Kumena's Awakening,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421798/large/155591_200w.jpg?1514937666,0,,"By the time you get the city's blessing, decking could be a real concern, and playing a 4-mana Howling Mine is not something I want to do in the meantime. Don't play this.",blue,rix,,,
Mist-Cloaked Herald,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422038/large/155800_200w.jpg?1515181176,2,,"I really want to call this unplayable, but in my heart of hearts, I know it isn't. Aggro Merfolk decks will be happy to run this, and I'm sure that U/R Raid decks with Swashbuckling will too. One day, blocking will be legal again.",blue,rix,,,
Negate,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422042/large/155801_200w.jpg?1515181183,0.5,,The classic sideboard card is still going strong. I like having a Negate in the sideboard of every blue deck.,blue,rix,,,
"Nezahal, Primal Tide",http://crystalcommerce-assets.s3.amazonaws.com/photos/6421884/large/155688_200w.jpg?1515091957,3,,"7 is a lot, but you get what you pay for with Nezahal. When it's primal time, your opponent will be forced to give you multiple free cards, and Nezahal is big enough to win most combats and has an ability that helps it dodge removal. I'm okay paying 7 mana for a finisher with this many abilities.",blue,rix,,,
Release to the Wind,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422052/large/155802_200w.jpg?1515181202,1.5,,"Release to the Wind is a strange card. You mainly want to use it to flicker your own stuff, but in a pinch you can remove opposing creatures from combat or stop something from blocking. Sadly, it doesn't do any of these things efficiently, and paying 3 mana and a card for this isn't really what I'm looking to do.",blue,rix,,,
River Darter,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422071/large/155804_200w.jpg?1515181262,1.5,,"River Darter is a fine filler creature for Merfolk, and might shine in some matchups. I'm not excited about this, but it'll make the cut often enough to take it 6-8th pick.",blue,rix,,,
Riverwise Augur,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422053/large/155806_200w.jpg?1515181204,3,,"I'm brainstorming ways to use this, and the most common cases are to set up explore (regardless of which side you want) or to crack Evolving Wilds and shuffle away the two worst cards in your hand. It's also fine to just cast, as it's essentially a 2/2 that draws a card for 4 mana. All of that together makes this a pretty sweet card, if a little slow.",blue,rix,,,
Sailor of Means,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379497/large/145756_200w.jpg?1505504758,2.5,,"Another reprint, another card that looks about the same. Ascend makes this a little more appealing, but it hasn't changed in value all that much (unless the format ends up drastically different).",blue,rix,,,
Sea Legs,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422073/large/155809_200w.jpg?1515181267,2.5,,"I love the flavor on this card, and actually think it is quite good to boot. In a Pirate deck, it's a solid combat trick-making your 2/2 into a 2/4 when it battles their 2-drop is a nice tempo swing. Even outside Pirate decks, it can win combats and permanently shrink evasive creatures. This is a good deal for 1 mana, and 1-mana tricks were very good in the prior format.",blue,rix,,,
Seafloor Oracle,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421828/large/155644_200w.jpg?1515010969,3.5,,"The floor on this is high, since all it takes is one Merfolk hit before it's paid for itself. Playing this with 1/1 unblockable Merfolk is a great place to be, and makes all the aggressive Merfolk much more appealing. I like tribal build-arounds that look like this, and hope there are plenty.",blue,rix,,,
Secrets of the Golden City,http://crystalcommerce-assets.s3.amazonaws.com/photos/6421756/large/155567_200w.jpg?1514916882,1.5,,"As much as I want to like this, costing double blue means that it won't help you hit your fourth land drop as often as a plain Divination will, and getting to 10 permanents isn't trivial. Sadly, the secret to the golden city may just be ""don't play any Secrets of the Golden City.""",blue,rix,,,
Silvergill Adept,http://crystalcommerce-assets.s3.amazonaws.com/photos/6384672/large/silvergirll.png?1514919887,3.5,,"This is a fantastic deal at 2 mana and still castable at 5, making it a high priority for any Merfolk deck. I wouldn't play this outside Merfolk, but would slam it if things are looking fishy.",blue,rix,,,
Siren Reaver,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422074/large/155810_200w.jpg?1515181269,3,,"I assume the format is aggressive enough that just about every blue deck is into this. A 4-mana 3/2 flyer is slightly behind the curve, but passable, and a 3-mana one is great. That makes this a fine card, and one I'm happy to play every time.",blue,rix,,,
Slippery Scoundrel,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422075/large/155811_200w.jpg?1515181271,1,,"This looks like a Gray Ogre to me, and not a whole lot more. I'm not banking on having the city's blessing, and especially don't want to play a card that is bad before I have it.",blue,rix,,,
Soul of the Rapids,http://crystalcommerce-assets.s3.amazonaws.com/photos/6422076/large/155812_200w.jpg?1515181274,1,,"Soul of the Rapids is a little too pricey for me, though it could be a powerful sideboard card against a removal deck (if such a thing exists). I suppose if you are really short on 5-drops, this could fill in the hole, but that sounds like a rapid path to an 0-3 to me.",blue,rix,,,
